scenario_id,outcome,economic_split,hashrate_split,pool_ideology_strength,pool_profitability_threshold,pool_max_loss_pct,pool_committed_split,pool_neutral_pct,econ_ideology_strength,user_ideology_strength,v27_hash_share,v27_econ_share,v27_block_share,total_reorgs,total_orphans,duration,econ_inertia,econ_switching_threshold,economic_nodes_per_partition,final_v26_economic,final_v26_hashrate,final_v26_price,final_v27_economic,final_v27_hashrate,final_v27_price,reorg_mass,solo_miner_hashrate,total_blocks,transaction_velocity,user_nodes_per_partition,user_switching_threshold,v26_blocks,v27_blocks,winning_fork
sweep_0010,v27_dominant,0.913,0.974,0.498,0.076,0.473,0.984,27.798,0.27,0.197,1.0,1.0,0.9907407407407407,1,0,1800,0.118,0.186,1,0.0,0.0,48068.40855106888,100.0,98.36999999999999,71853.35144893112,7,0.078,864,0.734,10,0.114,8,856,v27
sweep_0011,v26_dominant,0.083,0.532,0.247,0.152,0.346,0.037,38.416,0.234,0.33,0.0,0.0,0.19955156950672645,3,168,1800,0.294,0.089,2,100.0,98.36999999999999,70445.26230414747,0.0,0.0,49476.49769585254,531,0.055,892,0.179,5,0.092,714,178,v26
sweep_0012,v26_dominant,0.369,0.177,0.456,0.135,0.189,0.108,16.376,0.426,0.543,0.0,0.30067963339166637,0.09336332958380203,1,65,1800,0.275,0.067,3,69.93203666083336,98.36999999999999,67623.53511523534,30.06796333916664,0.0,52298.22488476466,82,0.131,889,0.698,9,0.076,806,83,v26
sweep_0013,v27_dominant,0.423,0.664,0.122,0.3,0.498,0.898,30.763,0.187,0.22,1.0,0.5012210820410434,0.8983050847457628,6,0,1800,0.069,0.223,3,49.87789179589566,0.0,54736.216076921155,50.12210820410434,98.36999999999999,65185.543923078854,534,0.024,885,0.532,5,0.148,90,795,v27
sweep_0014,v27_dominant,0.726,0.423,0.756,0.248,0.114,0.934,24.844,0.738,0.815,1.0,0.702036505963305,0.8306636155606407,8,90,1800,0.162,0.181,3,29.796349403669502,0.0,52826.26615379246,70.2036505963305,98.36999999999999,67095.49384620755,1176,0.084,874,0.147,6,0.081,148,726,v27
sweep_0015,v26_dominant,0.055,0.718,0.348,0.041,0.448,0.265,48.412,0.017,0.841,0.0,0.0,0.23702031602708803,4,193,1800,0.298,0.035,3,100.0,98.36999999999999,70169.73219003477,0.0,0.0,49752.02780996524,836,0.118,886,0.627,10,0.135,676,210,v26
sweep_0016,v26_dominant,0.386,0.391,0.388,0.058,0.424,0.37,41.901,0.481,0.794,0.0,8.835972159936437e-05,0.25510204081632654,2,192,1800,0.188,0.023,3,99.99116402784006,98.36999999999999,70036.97875310825,0.008835972159936437,0.0,49884.781246891755,368,0.089,882,0.361,9,0.133,657,225,v26
sweep_0017,v26_dominant,0.326,0.578,0.113,0.189,0.487,0.8,42.323,0.438,0.527,0.0,0.30067963339166637,0.19977553310886645,3,170,1800,0.205,0.12,2,69.93203666083336,98.36999999999999,66835.40370725849,30.06796333916664,0.0,53086.35629274152,531,0.041,891,0.795,2,0.127,713,178,v26
sweep_0018,v26_dominant,0.2,0.085,0.479,0.263,0.273,0.258,29.303,0.067,0.315,0.0,0.30067963339166637,0.0011627906976744186,0,0,1800,0.208,0.231,3,69.93203666083336,98.36999999999999,68305.00224876238,30.06796333916664,0.0,51616.75775123764,0,0.143,860,0.121,4,0.067,859,1,v26
sweep_0019,v27_dominant,0.802,0.484,0.759,0.271,0.055,0.942,22.65,0.672,0.245,1.0,1.0,0.8297142857142857,8,85,1800,0.054,0.064,1,0.0,0.0,49256.206088992985,100.0,98.36999999999999,70665.55391100702,1184,0.1,875,0.66,2,0.128,149,726,v27
sweep_0020,v26_dominant,0.239,0.84,0.716,0.204,0.292,0.485,27.48,0.777,0.358,0.2733556978753685,0.30076799311326574,0.5546875,13,186,1800,0.29,0.158,1,69.92320068867342,71.48,62958.37580677874,30.076799311326575,26.89,56963.38419322126,3351,0.136,896,0.257,7,0.062,399,497,v27
sweep_0021,v26_dominant,0.641,0.205,0.659,0.127,0.331,0.327,18.375,0.795,0.502,0.2733556978753685,0.6214929353977099,0.27932960893854747,0,0,1800,0.079,0.142,3,37.850706460229006,71.48,61157.456572462506,62.14929353977099,26.89,58764.303427537496,0,0.12,895,0.31,9,0.189,645,250,v26
sweep_0022,v26_dominant,0.581,0.072,0.24,0.166,0.38,0.425,19.819,0.39,0.44,0.0,0.6214045756761105,0.0011614401858304297,0,0,1800,0.15,0.146,1,37.85954243238895,98.36999999999999,64456.30294134904,62.14045756761105,0.0,55465.45705865096,0,0.124,861,0.641,3,0.111,860,1,v26
sweep_0023,v26_dominant,0.121,0.688,0.607,0.115,0.044,0.811,46.563,0.131,0.63,0.0,0.0,0.2381489841986456,4,206,1800,0.226,0.033,2,100.0,98.36999999999999,70159.34700696055,0.0,0.0,49762.41299303945,840,0.029,886,0.389,6,0.073,675,211,v26
sweep_0024,v26_dominant,0.007,0.111,0.188,0.102,0.064,0.17,26.756,0.476,0.686,0.0,0.0,0.0011614401858304297,0,0,1800,0.17,0.138,2,100.0,98.36999999999999,71913.15784946237,0.0,0.0,48008.60215053764,0,0.031,861,0.429,3,0.183,860,1,v26
sweep_0025,v27_dominant,0.572,0.519,0.731,0.184,0.214,0.084,14.475,0.371,0.657,1.0,1.0,0.8560179977502812,7,57,1800,0.157,0.045,3,0.0,0.0,49062.975778546715,100.0,98.36999999999999,70858.7842214533,889,0.07,889,0.449,5,0.119,128,761,v27
sweep_0026,v27_dominant,0.83,0.867,0.311,0.096,0.17,0.354,11.101,0.168,0.868,1.0,1.0,0.967741935483871,4,0,1800,0.141,0.15,2,0.0,0.0,48238.016528925626,100.0,98.36999999999999,71683.74347107438,108,0.082,868,0.594,6,0.097,28,840,v27
sweep_0027,v26_dominant,0.172,0.414,0.681,0.258,0.162,0.645,45.004,0.052,0.696,0.0,0.0,0.16477272727272727,2,120,1800,0.199,0.05,3,100.0,98.36999999999999,70704.97678321679,0.0,0.0,49216.783216783224,288,0.087,880,0.226,8,0.156,735,145,v26
sweep_0028,v27_dominant,0.257,0.798,0.287,0.222,0.266,0.963,42.907,0.241,0.237,1.0,0.30076799311326574,0.9272116461366181,5,0,1800,0.109,0.103,1,69.92320068867342,0.0,56928.097515476635,30.076799311326575,98.36999999999999,62993.66248452337,320,0.074,893,0.52,8,0.095,65,828,v27
sweep_0029,v27_dominant,0.841,0.592,0.593,0.23,0.389,0.668,25.815,0.355,0.568,1.0,0.8483672608805827,0.8571428571428571,7,45,1800,0.213,0.162,1,15.163273911941735,0.0,50875.48201492955,84.83672608805827,98.36999999999999,69046.27798507045,882,0.098,889,0.754,8,0.187,127,762,v27
sweep_0030,contested,0.623,0.37,0.36,0.123,0.46,0.508,31.783,0.5,0.183,0.5741587882484497,0.6214929353977099,0.5213963963963963,7,6,1800,0.238,0.235,1,37.850706460229006,41.89,57998.816335921125,62.14929353977099,56.48,61922.94366407888,1032,0.062,888,0.409,10,0.118,425,463,v27
sweep_0031,v26_dominant,0.55,0.007,0.134,0.255,0.324,0.069,45.696,0.725,0.612,0.0,0.5012210820410434,0.0011614401858304297,0,0,1800,0.131,0.113,1,49.87789179589566,98.36999999999999,65898.50486496984,50.12210820410434,0.0,54023.25513503016,0,0.049,861,0.21,4,0.179,860,1,v26
sweep_0032,v27_dominant,0.489,0.649,0.163,0.163,0.313,0.69,37.818,0.333,0.752,1.0,0.5015834170355274,0.8983050847457628,6,0,1800,0.22,0.219,3,49.841658296447264,0.0,54731.868056987354,50.15834170355274,98.36999999999999,65189.89194301267,534,0.038,885,0.84,7,0.079,90,795,v27
sweep_0033,v27_dominant,0.971,0.931,0.403,0.284,0.153,0.776,40.849,0.766,0.728,1.0,1.0,0.9747995418098511,3,0,1800,0.183,0.026,3,0.0,0.0,48186.133960047,100.0,98.36999999999999,71735.626039953,63,0.105,873,0.296,4,0.197,22,851,v27
sweep_0034,contested,0.467,0.452,0.17,0.035,0.286,0.555,17.871,0.523,0.283,0.4690454406831351,0.5012210820410434,0.48322147651006714,0,0,1800,0.137,0.212,3,49.87789179589566,52.23,60261.847405863395,50.12210820410434,46.14,59659.91259413661,0,0.057,894,0.261,4,0.105,462,432,v26
sweep_0035,v27_dominant,0.984,0.554,0.807,0.181,0.087,0.469,13.19,0.617,0.885,1.0,1.0,0.8571428571428571,7,35,1800,0.081,0.095,1,0.0,0.0,49054.671280276816,100.0,98.36999999999999,70867.0887197232,882,0.149,889,0.772,2,0.083,127,762,v27
sweep_0036,v27_dominant,0.304,0.742,0.546,0.138,0.103,0.841,32.937,0.693,0.135,1.0,0.30076799311326574,0.9272116461366181,5,0,1800,0.059,0.249,2,69.92320068867342,0.0,56928.097515476635,30.076799311326575,98.36999999999999,62993.66248452337,320,0.11,893,0.188,8,0.15,65,828,v27
sweep_0037,v27_dominant,0.412,0.833,0.621,0.044,0.4,0.749,13.32,0.408,0.785,1.0,0.5012210820410434,0.9677790563866513,4,0,1800,0.101,0.205,2,49.87789179589566,0.0,54223.3635444331,50.12210820410434,98.36999999999999,65698.39645556691,108,0.045,869,0.716,5,0.164,28,841,v27
sweep_0038,v26_dominant,0.446,0.324,0.848,0.236,0.421,0.143,23.6,0.081,0.272,0.0,0.5012210820410434,0.0940649496080627,1,71,1800,0.262,0.087,3,49.87789179589566,98.36999999999999,65210.3328219591,50.12210820410434,0.0,54711.42717804091,83,0.091,893,0.854,10,0.138,809,84,v26
sweep_0039,v27_dominant,0.95,0.726,0.434,0.108,0.131,0.905,47.709,0.578,0.419,1.0,1.0,0.8983050847457628,6,0,1800,0.171,0.122,2,0.0,0.0,48751.74013921114,100.0,98.36999999999999,71170.01986078886,534,0.025,885,0.286,8,0.16,90,795,v27
sweep_0040,v26_dominant,0.157,0.053,0.634,0.274,0.36,0.634,46.97,0.289,0.167,0.0,0.30067963339166637,0.0011614401858304297,0,0,1800,0.224,0.168,3,69.93203666083336,98.36999999999999,68305.00224876238,30.06796333916664,0.0,51616.75775123764,0,0.146,861,0.889,7,0.056,860,1,v26
sweep_0041,v26_dominant,0.284,0.033,0.772,0.242,0.195,0.185,28.76,0.628,0.101,0.0,0.30067963339166637,0.0011614401858304297,0,0,1800,0.255,0.194,2,69.93203666083336,98.36999999999999,68305.00224876238,30.06796333916664,0.0,51616.75775123764,0,0.115,861,0.478,7,0.154,860,1,v26
sweep_0042,v27_dominant,0.612,0.767,0.522,0.156,0.136,0.237,36.137,0.119,0.128,1.0,0.6218552703921939,0.9272116461366181,5,0,1800,0.178,0.167,3,37.814472960780606,0.0,53075.0501881295,62.18552703921939,98.36999999999999,66846.70981187052,320,0.077,893,0.811,3,0.166,65,828,v27
sweep_0043,v26_dominant,0.264,0.225,0.223,0.197,0.225,0.212,40.042,0.542,0.375,0.0,0.0,0.09507829977628636,1,74,1800,0.096,0.082,1,100.0,98.36999999999999,71218.31172413794,0.0,0.0,48703.44827586207,84,0.069,894,0.233,9,0.193,809,85,v26
sweep_0044,v27_dominant,0.716,0.805,0.864,0.206,0.254,0.447,49.48,0.348,0.548,1.0,0.702036505963305,0.9272116461366181,5,0,1800,0.279,0.239,1,29.796349403669502,0.0,52112.875361276165,70.2036505963305,98.36999999999999,67808.88463872384,320,0.141,893,0.325,6,0.174,65,828,v27
sweep_0045,v27_dominant,0.194,0.985,0.697,0.28,0.205,0.312,31.285,0.569,0.663,1.0,0.30076799311326574,0.9988372093023256,0,0,1800,0.094,0.197,2,69.92320068867342,0.0,56399.37596808234,30.076799311326575,98.36999999999999,63522.38403191767,0,0.034,860,0.111,7,0.168,1,859,v27
sweep_0046,v27_dominant,0.679,0.95,0.579,0.025,0.181,0.057,21.892,0.287,0.866,1.0,0.702036505963305,0.9827784156142365,2,0,1800,0.281,0.053,1,29.796349403669502,0.0,51702.471446654214,70.2036505963305,98.36999999999999,68219.2885533458,28,0.066,871,0.498,9,0.178,15,856,v27
sweep_0047,v27_dominant,0.878,0.622,0.826,0.084,0.301,0.017,33.695,0.707,0.402,1.0,1.0,0.8560179977502812,7,0,1800,0.153,0.203,1,0.0,0.0,49062.975778546715,100.0,98.36999999999999,70858.7842214533,889,0.133,889,0.688,9,0.122,128,761,v27
sweep_0048,contested,0.516,0.282,0.893,0.07,0.41,0.615,24.397,0.644,0.426,0.4690454406831351,0.5012210820410434,0.4105960264900662,1,67,1800,0.123,0.099,2,49.87789179589566,52.23,60802.59109714013,50.12210820410434,46.14,59119.16890285987,221,0.103,906,0.384,2,0.051,534,372,v26
sweep_0049,v26_dominant,0.35,0.471,0.439,0.146,0.347,0.298,36.816,0.035,0.462,0.0,0.30067963339166637,0.16477272727272727,2,128,1800,0.249,0.134,2,69.93203666083336,98.36999999999999,67096.8211825168,30.06796333916664,0.0,52824.93881748322,288,0.095,880,0.164,3,0.1,735,145,v26
